VIOLATION_ID,ORG_ID,VIOLATION_TYPE,VIOLATION_DESC,VIOLATION_TEXT,REMEDIAL_TEXT,TABLE_NAME,EXPIRED_FLAG,DATE_EXPIRED,CREATED_BY,DATE_CREATED,MODIFIED_BY,DATE_MODIFIED,FEE_SETUP_ID
200,1,VACANTBLD,Vacant Buildings,"Section 16.24.320 – Vacant Buildings and Structures: All vacant buildings, structures, and the premises thereof, shall be maintained in a safe, clean, and sanitary condition as provided herein so as not to cause blight and or otherwise adversely affect the public health, safety, or welfare. ",CAAH_VACANT_BLDINGS,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
201,1,VENTBATH,Ventilation – Bathrooms and Toilet Rooms,"Section 16.24.390 (B) - Ventilation (Bathrooms) Every bathroom and toilet room shall comply with the ventilation requirements for habitable spaces as required above, except that a window shall not be required in such spaces equipped with a mechanical ventilation system of sufficient capacity to provide at least one complete air change each six minutes. Air exhausted by a mechanical ventilation system from a bathroom or toilet room shall discharge to the outdoors and shall not be re-circulated.",CAAH_VENT_BATH,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
202,1,VENTCOOK,Ventilation – Cooking Facilities,"Section 16.24.390 (C) - Ventilation (Cooking Facilities) Unless approved through the certificate of occupancy, cooking shall not be permitted in any rooming unit or dormitory unit, and a cooking facility or appliance shall not be permitted to be present in a rooming unit or dormitory unit.",CAAH_VENT_COOKFAC,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
203,1,VENTDRYER,Ventilation – Clothes Dryer Exhaust ,Section 16.24.390 (E) - Ventilation (Clothes Dryer Exhaust) Systems to manage exhaust from clothes dryers shall be independent of all other systems and shall be installed in accordance with the manufacturer's instructions.,CAAH_VENT_DRYER,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
204,1,VENTHAB,Ventilation – Habitable Spaces,"Section 16.24.390 (A) - Ventilation (Habitable Spaces) In dwelling units, every habitable space shall have at least one openable window. The total openable area of the window in every room shall be equal to at least forty-five percent of the minimum glazed area required in Section 16.24.380.",CAAH_VENT_HABSPC,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
205,1,VENTPROC,Ventilation – Process Ventilation,"Section 16.24.390 (D) - Ventilation (Process) Where injurious, toxic, irritating or noxious fumes, gases, dusts, or mists are generated, a local exhaust ventilation system shall be provided to remove the contaminating agent at the source. Air shall be exhausted to the exterior and not be re-circulated to any interior space.",CAAH_VENT_PROC,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
206,1,WATERCON,Water System – Contamination ,"Section 16.24.440 (B) - Water System (Contamination) The water supply shall be maintained free from contamination and all water inlets for plumbing fixtures shall be located above the flood-level rim of the fixture. Shampoo basin faucets, janitor sink faucets, and other hose bibs or faucets to which hoses are attached and left in place shall be protected by an approved atmospheric-type vacuum breaker or an approved permanently attached hose connection vacuum breaker.",CAAP_WATER_CONTAM,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
207,1,WATERGEN,Water System – General,"Section 16.24.440 (A) - Water System (General) Every sink, lavatory, bathtub or shower, drinking fountain, water closet, or other plumbing fixture shall be properly connected to either a public water system or to an approved private water system. All kitchen sinks, lavatories, laundry facilities, bathtubs, and showers shall be supplied with hot or tempered and cold running water in accordance with the plumbing code.",CAAP_WATER_GEN,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
208,1,WATERSUP,Water – Supply,"Section 16.24.440 (C) - Water (Supply) The water supply system shall be installed and maintained to provide a supply of water to plumbing fixtures, devices, and appurtenances in sufficient volume and at pressures adequate to enable the fixtures to function properly, safely, and free from defects and leaks.",CAAP_WATER_SUPPLY,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
209,1,WATERWTRHT,Water – Water Heating Facilities,"Section 16.24.440 (D) - Water (Heating) Water heating facilities shall be properly installed and maintained, and shall provide an adequate amount of water to be drawn at every required sink, lavatory, bathtub, shower, and laundry facility at a temperature of not less than one hundred twenty degrees Fahrenheit. A gas-burning water heater shall not be located in any bathroom, toilet room, bedroom, or other occupied room normally kept closed, unless adequate combustion air is provided. An approved combination temperature and pressure-relief valve and relief valve discharge pipe shall be properly installed and maintained on water heaters.",CAAP_WATER_WTRHEAT,NULL,N,NULL,1,03:52.6,NULL,NULL,NULL
210,1,SWVIOLPTP,Violations - Post Construction Treatment,See SW Code,NULL,NULL,N,NULL,76,46:35.1,NULL,NULL,NULL
212,1,SWVIOLWQ,Violations for Water Quality Impacts,See SW Code,NULL,NULL,N,NULL,76,47:54.5,NULL,NULL,NULL
213,1,SWENVCRT,Environmental Court Proceedings,See SW Code,NULL,NULL,N,NULL,76,48:29.4,NULL,NULL,NULL
214,1,SWVIOLGP,Violations - for Construction Activities,See SW Code,NULL,NULL,N,NULL,76,55:45.3,NULL,NULL,NULL
247,1,917,HOUSE DISREPAIR,,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
381,1,CAAA_ACCESSORY_STUCT,ACCESSORY STRUCTURES,"Section 16.24.330 - Accessory Structures: All accessory structures, including detached garages, fences and walls, shall be maintained structurally sound, in good repair, and in an otherwise safe, clean and sanitary condition.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
384,1,CAAA_BOAT,BOAT STORAGE IN FRONT YARD PROHIBITED,No trailer or watercraft shall be stored in the front yard on the grass but may be stored on a paved or gavel driveway in front of the house.  A trailer or watercraft may be stored in the yard behind the front facade of the residential structure.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
385,1,CAAA_DUMPSTER,HOURS OF COLLECTION & DUMPSTER REQUIRE,Section 10.20.330 – Dumpsters – Hours of Collection: No person shall empty container between the hours of 11 p.m. and 7 a.m. when the containers are located within 600 feet of any residential structure.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
386,1,CAAA_EXHAUST_FAN,EXHAUST FAN DISCHARGE,"Section 16.24.330 - Exhaust Fans:  Exhaust fans or blowers, etc. shall not discharge directly upon adjacent property.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
387,1,CAAA_EXTERIOR_REPAIR,EXTERIOR REPAIR,Section 16.24.340 - Exterior Repair: The exterior of all buildings shall be maintained in good repair.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
388,1,CAAA_FAILURE_SECURE,FAILURE TO SECURE,Section 16.24.320 - Failure to Secure.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
389,1,CAAA_FENCE_MATERIAL,FENCE MATERIAL,"Section 16.04.200 - Fence Materials:  Expressly prohibited, electric fences, barbed wire below six feet or fences erected with barbs or sharp projections on top unless erected to contain livestock or under other certain conditions wherein a zoning permit has been issued.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
390,1,CAAA_GATE_MAINT,GATE MAINTENANCE,Section 16.24.330 - Gates:  Shall be maintained such that the gate will positively close and latch if required to be self-closing.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
391,1,CAAA_GRAFFITI,GRAFFITI,"Section 16.24.340 - Graffiti: It shall be the duty of the owner of the building, structure and or real property on which the building or structure that has been defaced to restore said surface to an approved state of maintenance and repair.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
392,1,CAAA_HIGH_WEEDS,HIGH WEEDS,"Section 16.24.330 - High Weeds: All premises shall be maintained free from weeds, grasses, plants & vegetation in excess of 12-inches other than ornamental grasses.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
393,1,CAAA_IMV_ACCUM,UNLIC / INOP / ACCUMULATION MTR VEHICLES,"Section 16.24.330 - Accumulation of Motor Vehicles: The parking, storage or accumulation of an inoperable, unregistered motor vehicle or a vehicle in a state of major disrepair on private property on any premises is prohibited.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
394,1,CAAA_INTERIOR_REPAIR,INTERIOR REPAIR,"Section 16.24.350 - The interior of a building or structure and any equipment therein shall be maintained in good repair, structurally sound, and in a clean and sanitary condition.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
395,1,CAAA_LANDLORD_REGSTR,LANDLORD REGISTRATION,"Failure to register as a landlord.  T.C.A. 66-28-101 requires each landlord of one (1) or more dwelling units within Davidson County to pay a $10 registration fee and furnish the following information to the Department of Codes (A) the landlord's name, address and telephone number, or the name, address and telephone number of the landlord's agent; and (B) list the street address and unit number, as appropriate, for each dwelling unit that the landlord owns, leases, or subleases or has the right to own, lease, or sublease.  Fee is due and payable the same time period as Metro Property Taxes.  Make checks payable to the Metro Dept. of Codes & Building Safety.  Mail or bring to: Landlord Registration, 800 Second Avenue South, 3rd Floor, Nashville, TN 37210.  Registration forms may be obtained from www.nashville.gov/codes or by calling 615-862-6590.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
396,1,CAAA_OPEN_STORAGE,"OPEN STORAGE, JUNK, TRASH, DEBRIS","Section 16.24.330 - Open Storage:  It is unlawful to store in the open area of the yard or structure,  trash, rubbish, furniture, appliances, automobile parts, including dead trees, weeds and garbage, etc (Junk, Trash and Debris).",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
397,1,CAAA_PARK_ON_GRASS,PARKING ON GRASS,"Section 16.24.330 - Parking on Grass: Parking or storing motor vehicles on the grass is prohibited.  Vehicles must be parked on a paved or graveled area, other than a sidewalk.  This shall not be applicable to any vehicle for which a valid disabled driver license plate or placard has been issued and is visibly displayed on or in the vehicle.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
398,1,CAAA_PARKING_25%,PARKING AREA EXCEEDS 25%,Section 16.24.330 - Parking area for residential property shall not exceed 25% of the total lot area.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
399,1,CAAA_PREMIS_ID_COMER,ADDRESS ID COMMERCIAL,Section 16.24.340 - Address Identification - Non-Residential:  All buildings and structures shall have approved address numbers at least 6-inches in size in a position to be plainly visible and legible from the street or road fronting the premises.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
400,1,CAAA_PREMIS_ID_MLTFM,ADDRESS ID MULTI FAMILY,Section 16.24.340 - Address Identification - Multi-Family:  All buildings and structures shall have approved address numbers at least 6-inches in size in a position to be plainly visible and legible from the street or road fronting the premises.  Individual units must have identifying numbers at least 3-inches in height on or at the doors of each unit.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
401,1,CAAA_PREMIS_ID_RES,ADDRESS ID RESIDENTIAL,Section 16.24.340 - Address Identification - Residential:  All buildings and structures shall have approved address numbers at least 3-inches in size posted on residence or mailbox.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
402,1,CAAA_RODENT_INFESTA,RODENT INFESTATION,Section 16.24.330 - Rodent Harborage: All structures shall be kept free from rodent infestation.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
403,1,CAAA_SIDEWLK_DRIVEWA,SIDEWALK AND DRIVEWAY MAINT,"Section 16.24.330 - Sidewalks & Driveways: Shall be kept in a proper state of repair, safe, clean & sanitary.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
404,1,CAAA_SWIMMING_POOLS,SWIMMING POOLS,"Section 16.24.330 - Swimming Pools:  Shall be maintained in a safe, clean, sanitary and in good repair.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
405,1,CAAA_TRASH_CANS,TRASH CANS,"Ord. 89-826 - Trash Cans: Refuse containers shall be placed at curb, street or alley no later than 7:00 a.m. on the scheduled day of collection and removed the same day.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
407,1,CAAB_BLDG_PERMIT,BUILDING PERMIT REQUIRED,"Section 16.28.010 - Building Permit Required: A permit must be obtained by every person desiring to construct, alter, repair, enlarge, move or demolish any building or structure or part thereof.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
408,1,CAAB_STOP_WORK,STOP WORK ORDER POSTED,"Section 16.04.110 – Violation of Stop Work Order: Upon notice…that work on any building or structure is being done contrary to the provisions of Chapters 16.04 and 16.28 through 16.56, or in a dangerous or unsafe manner, such work shall be immediately stopped.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
409,1,CAAB_TEMP_EXPIR,TEMPORARY U&O EXPIRED,Section 17.04.100 - No Use and Occupancy Issued: Failure to obtain a Final Use & Occupancy Inspection upon the expiration of the Temporary U & O.,NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
410,1,CAAE_ELEC_EQ,ELECTRICAL EQUIPMENT,"Section 16.24.500 (A) - Electrical Equipment Installation: All  electrical equipment,  wiring, and  appliances shall be properly installed and maintained in a safe and approved manner.",NULL,NULL,N,NULL,2,00:00.0,NULL,NULL,NULL
